city,date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,weather_code,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
Chennai,2020-05-27,34.6,28.9,40.4,35.0,0.2,0.2,51,26.4,52.2,168
Chennai,2020-05-28,35.4,28.9,42.5,34.9,0.0,0.0,3,26.9,54.4,176
Chennai,2020-05-29,35.7,29.0,42.0,33.0,0.0,0.0,3,24.2,46.4,177
Chennai,2020-05-30,33.5,29.1,38.0,34.0,0.0,0.0,3,21.6,45.4,168
Chennai,2020-05-31,33.8,28.6,38.7,33.0,0.0,0.0,3,25.7,53.6,171
Chennai,2020-06-01,34.9,28.9,40.4,33.6,0.0,0.0,3,23.0,47.9,177
Chennai,2020-06-02,34.5,28.5,39.3,33.4,0.7,0.7,53,22.8,48.2,182
Chennai,2020-06-03,35.7,28.5,40.3,31.7,0.0,0.0,3,26.1,53.3,183
Chennai,2020-06-04,35.8,28.7,41.0,32.7,0.0,0.0,3,25.1,53.3,181
Chennai,2020-06-05,36.3,29.8,40.7,33.5,0.7,0.7,53,21.9,46.1,190
Chennai,2020-06-06,36.5,27.8,41.6,32.3,2.2,2.2,61,21.7,44.3,194
Chennai,2020-06-07,36.8,29.2,39.5,31.8,0.0,0.0,3,25.2,45.7,230
Chennai,2020-06-08,37.1,28.8,41.8,31.1,0.1,0.1,51,18.0,39.6,203
Chennai,2020-06-09,36.8,28.5,39.5,33.3,0.0,0.0,3,19.1,37.1,190
Chennai,2020-06-10,33.5,27.3,38.1,31.5,0.8,0.8,53,17.7,38.9,236
Chennai,2020-06-11,34.9,26.7,36.0,31.0,1.2,1.2,51,24.5,62.6,274
Chennai,2020-06-12,36.3,27.7,37.9,29.9,0.0,0.0,3,27.8,55.4,244
Chennai,2020-06-13,36.1,28.7,39.9,30.5,0.7,0.7,51,26.8,52.6,204
Chennai,2020-06-14,36.9,29.0,42.0,31.5,0.7,0.7,51,22.1,45.7,209
Chennai,2020-06-15,38.4,30.0,43.2,32.0,1.9,1.9,61,22.0,55.4,225
Chennai,2020-06-16,37.1,28.9,41.8,32.3,0.0,0.0,3,24.0,51.8,192
Chennai,2020-06-17,36.8,28.3,41.3,33.8,0.5,0.5,51,23.8,57.2,194
Chennai,2020-06-18,36.7,29.7,39.5,32.1,0.3,0.3,51,17.2,46.1,212
Chennai,2020-06-19,37.2,29.3,42.6,32.2,0.3,0.3,51,20.7,43.6,196
Chennai,2020-06-20,36.9,28.5,41.0,32.7,0.4,0.4,51,22.1,40.3,217
Chennai,2020-06-21,36.7,27.9,38.9,31.9,0.4,0.4,51,14.6,36.0,220
Chennai,2020-06-22,36.2,26.5,41.6,31.4,7.1,7.1,63,18.2,39.2,218
Chennai,2020-06-23,33.4,25.8,40.7,30.6,8.1,8.1,61,16.5,33.5,201
Chennai,2020-06-24,32.5,25.9,40.7,29.8,2.5,2.5,61,13.2,29.5,196
Chennai,2020-06-25,30.7,26.1,37.0,31.0,1.3,1.3,53,15.8,33.8,154
Chennai,2020-06-26,31.2,25.6,37.4,30.4,3.3,3.3,55,20.6,42.8,171
Chennai,2020-06-27,32.7,26.9,40.6,32.0,2.1,2.1,55,15.3,34.2,171
Chennai,2020-06-28,32.3,27.1,40.5,32.6,2.8,2.8,61,15.6,28.4,195
Chennai,2020-06-29,31.3,26.6,39.1,32.1,5.7,5.7,63,13.7,31.7,180
Chennai,2020-06-30,31.7,25.9,40.2,31.6,10.3,10.3,63,15.9,33.8,203
Chennai,2020-07-01,32.8,25.7,39.0,31.0,7.1,7.1,63,13.6,30.2,201
Chennai,2020-07-02,31.1,26.6,36.2,31.2,4.9,4.9,61,18.5,37.8,235
Chennai,2020-07-03,32.6,25.8,36.9,29.8,1.8,1.8,53,17.1,41.4,218
Chennai,2020-07-04,31.6,25.6,35.7,29.2,1.7,1.7,53,19.9,42.1,217
Chennai,2020-07-05,32.3,26.7,36.5,30.9,0.0,0.0,3,17.7,33.1,208
Chennai,2020-07-06,33.4,26.8,38.0,31.9,1.4,1.4,51,18.2,42.1,210
Chennai,2020-07-07,34.6,26.8,41.1,32.0,2.6,2.6,55,17.4,35.6,206
Chennai,2020-07-08,31.9,25.9,38.5,31.5,5.8,5.8,61,15.9,34.9,182
Chennai,2020-07-09,31.3,25.6,39.5,30.3,17.0,17.0,63,13.8,36.0,186
Chennai,2020-07-10,32.3,25.0,37.2,29.9,22.2,22.2,65,15.8,34.6,241
Chennai,2020-07-11,30.1,25.4,35.4,29.2,5.4,5.4,61,15.5,30.2,204
Chennai,2020-07-12,33.6,26.4,41.5,31.1,5.7,5.7,61,14.1,33.1,220
Chennai,2020-07-13,32.0,24.9,39.2,29.0,5.8,5.8,61,13.7,34.9,203
Chennai,2020-07-14,31.8,26.8,37.1,31.9,0.8,0.8,51,12.1,27.4,225
Chennai,2020-07-15,32.4,26.1,37.3,30.6,4.0,4.0,61,15.6,38.2,219
Chennai,2020-07-16,31.7,26.1,35.8,30.6,0.8,0.8,53,17.0,32.8,211
Chennai,2020-07-17,32.6,25.8,38.9,30.4,1.1,1.1,53,15.4,36.4,213
Chennai,2020-07-18,32.0,26.5,37.1,30.2,0.0,0.0,3,15.3,33.5,204
Chennai,2020-07-19,30.4,26.1,36.6,31.4,3.9,3.9,53,15.8,34.2,183
Chennai,2020-07-20,30.6,25.8,36.2,30.4,6.6,6.6,61,22.9,45.7,186
Chennai,2020-07-21,30.7,26.8,36.4,31.8,0.5,0.5,51,18.9,38.9,166
Chennai,2020-07-22,31.4,26.9,36.8,32.1,0.7,0.7,51,21.2,43.6,181
Chennai,2020-07-23,31.8,25.8,37.1,30.7,11.9,11.9,65,18.8,38.9,185
Chennai,2020-07-24,31.6,25.1,37.9,30.3,9.7,9.7,63,19.6,42.1,187
Chennai,2020-07-25,31.9,25.2,38.7,29.1,2.3,2.3,55,13.8,30.2,233
Chennai,2020-07-26,32.1,25.1,39.3,28.8,0.3,0.3,51,13.6,36.4,244
Chennai,2020-07-27,32.5,26.5,40.1,31.6,5.5,5.5,61,8.6,30.2,221
Chennai,2020-07-28,33.3,25.4,40.5,30.3,13.2,13.2,63,13.3,36.0,239
Chennai,2020-07-29,31.1,25.1,38.1,29.8,25.1,25.1,63,13.2,25.9,241
Chennai,2020-07-30,32.4,26.0,41.3,31.1,8.9,8.9,63,13.6,31.7,195
Chennai,2020-07-31,32.2,25.6,40.5,30.7,5.2,5.2,61,17.3,33.1,201
Chennai,2020-08-01,32.5,25.9,39.9,31.8,0.6,0.6,51,17.7,32.8,223
Chennai,2020-08-02,32.6,26.5,38.2,31.2,8.2,8.2,63,15.8,43.9,244
Chennai,2020-08-03,31.2,25.4,34.9,29.3,1.5,1.5,53,18.9,34.6,229
Chennai,2020-08-04,31.5,27.1,35.9,29.8,0.7,0.7,51,15.8,50.0,243
Chennai,2020-08-05,29.5,25.3,32.8,28.1,3.5,3.5,61,23.7,44.3,216
Chennai,2020-08-06,33.0,26.6,37.1,29.2,0.0,0.0,3,21.3,41.8,203
Chennai,2020-08-07,34.1,26.7,38.4,30.3,1.3,1.3,61,18.9,44.6,236
Chennai,2020-08-08,33.3,27.7,38.0,31.3,0.8,0.8,53,22.1,54.7,257
Chennai,2020-08-09,30.3,25.6,33.9,29.3,5.4,5.4,61,20.6,43.2,230
Chennai,2020-08-10,32.2,25.3,38.1,28.7,9.9,9.9,63,17.8,48.2,240
Chennai,2020-08-11,33.9,26.1,38.3,29.8,4.7,4.7,61,20.0,41.8,243
Chennai,2020-08-12,32.5,25.9,36.9,30.4,0.5,0.5,51,16.6,34.6,228
Chennai,2020-08-13,32.6,26.7,37.5,30.1,0.1,0.1,51,17.0,39.6,246
Chennai,2020-08-14,31.8,26.5,36.2,30.7,0.3,0.3,51,15.1,34.9,225
Chennai,2020-08-15,32.1,26.6,36.7,29.8,0.0,0.0,3,16.3,32.8,230
Chennai,2020-08-16,31.7,25.9,35.4,28.7,1.4,1.4,51,13.0,37.4,245
Chennai,2020-08-17,31.9,25.1,36.2,29.1,2.8,2.8,53,14.9,31.3,214
Chennai,2020-08-18,33.3,26.5,38.4,30.6,3.3,3.3,63,13.9,32.4,236
Chennai,2020-08-19,33.4,26.6,37.8,30.5,0.0,0.0,3,15.8,33.5,241
Chennai,2020-08-20,31.5,27.7,36.0,31.6,0.0,0.0,3,14.5,25.9,206
Chennai,2020-08-21,32.5,26.9,38.8,32.2,0.9,0.9,53,16.9,42.5,187
Chennai,2020-08-22,31.9,26.3,39.1,32.9,6.3,6.3,61,16.8,41.8,178
Chennai,2020-08-23,32.5,25.4,40.2,29.9,7.1,7.1,61,19.9,36.4,198
Chennai,2020-08-24,31.1,24.9,39.0,29.1,9.7,9.7,63,14.3,26.3,177
Chennai,2020-08-25,30.3,26.3,37.0,31.9,3.3,3.3,61,10.9,25.6,177
Chennai,2020-08-26,32.0,26.2,39.0,31.9,3.7,3.7,63,12.7,29.5,204
Chennai,2020-08-27,32.8,25.3,40.2,29.6,1.5,1.5,53,13.7,27.7,200
Chennai,2020-08-28,32.7,26.0,39.7,30.4,2.3,2.3,53,14.6,36.4,185
Chennai,2020-08-29,31.6,26.3,38.8,32.3,2.0,2.0,53,13.6,34.9,173
Chennai,2020-08-30,31.3,25.2,39.3,30.6,6.8,6.8,63,12.8,29.9,99
Chennai,2020-08-31,32.5,24.9,39.8,28.7,7.2,7.2,63,16.3,30.2,9
Chennai,2020-09-01,31.7,25.5,40.0,30.0,12.4,12.4,63,13.7,35.6,239
Chennai,2020-09-02,30.1,25.6,37.0,30.9,17.0,17.0,63,13.2,37.8,135
Chennai,2020-09-03,30.4,25.1,37.5,30.6,0.3,0.3,51,13.2,29.9,130
Chennai,2020-09-04,29.7,25.4,36.4,30.8,3.2,3.2,61,15.1,33.5,120
Chennai,2020-09-05,30.5,25.7,37.6,31.9,0.9,0.9,51,15.3,33.1,128
Chennai,2020-09-06,30.5,26.0,37.4,31.6,4.3,4.3,61,23.4,45.0,157
Chennai,2020-09-07,31.1,25.4,38.5,31.4,1.9,1.9,55,11.8,36.4,177
Chennai,2020-09-08,32.3,26.1,39.5,31.6,5.3,5.3,63,10.5,27.7,182
Chennai,2020-09-09,30.9,25.8,37.8,31.0,5.3,5.3,61,14.6,34.2,186
Chennai,2020-09-10,30.3,25.5,35.6,31.2,2.2,2.2,53,17.2,35.3,205
Chennai,2020-09-11,31.1,26.3,35.0,29.8,1.1,1.1,53,15.5,36.0,226
Chennai,2020-09-12,29.1,25.2,33.3,29.7,7.0,7.0,53,14.1,34.2,218
Chennai,2020-09-13,27.5,25.2,31.7,29.2,24.6,24.6,63,18.1,35.6,231
Chennai,2020-09-14,30.2,24.5,33.6,27.6,4.4,4.4,61,16.6,32.8,240
Chennai,2020-09-15,31.1,26.0,34.9,28.6,3.8,3.8,63,16.7,39.2,231
Chennai,2020-09-16,32.1,25.4,37.4,30.7,4.6,4.6,61,15.7,35.6,228
Chennai,2020-09-17,32.4,26.2,38.6,31.2,1.5,1.5,53,13.2,34.6,242
Chennai,2020-09-18,31.8,26.0,36.9,30.1,11.3,11.3,63,15.3,41.8,248
Chennai,2020-09-19,27.8,24.3,33.5,28.6,13.9,13.9,63,16.4,35.3,239
Chennai,2020-09-20,30.1,25.5,33.2,28.1,0.9,0.9,51,24.7,55.4,235
Chennai,2020-09-21,29.7,25.7,33.3,28.2,0.0,0.0,3,17.9,48.6,212
Chennai,2020-09-22,32.8,25.7,36.6,28.8,0.1,0.1,51,22.9,42.8,199
Chennai,2020-09-23,33.2,25.5,38.5,28.1,0.2,0.2,51,18.0,37.1,206
Chennai,2020-09-24,33.4,26.2,40.7,31.2,0.0,0.0,3,13.8,30.2,182
Chennai,2020-09-25,31.2,26.8,37.4,31.6,5.3,5.3,61,20.9,40.0,191
Chennai,2020-09-26,31.8,25.9,36.3,30.7,2.4,2.4,53,12.2,36.4,228
Chennai,2020-09-27,31.9,25.4,38.4,31.3,2.4,2.4,53,10.9,43.2,192
Chennai,2020-09-28,32.3,26.0,38.2,30.6,1.6,1.6,53,12.6,27.7,225
Chennai,2020-09-29,33.2,24.0,40.0,28.0,24.1,24.1,63,15.3,28.4,245
Chennai,2020-09-30,29.8,24.3,33.8,28.4,3.6,3.6,61,13.7,29.9,266
Chennai,2020-10-01,31.5,24.4,35.5,27.8,11.3,11.3,63,17.0,35.6,286
Chennai,2020-10-02,32.8,25.6,39.2,28.7,0.5,0.5,51,13.4,28.1,235
Chennai,2020-10-03,33.5,26.5,38.7,29.8,0.1,0.1,51,16.6,31.3,254
Chennai,2020-10-04,33.5,27.1,37.2,29.6,0.3,0.3,51,17.1,31.7,272
Chennai,2020-10-05,33.9,26.4,39.1,28.8,0.0,0.0,3,17.4,31.7,284
Chennai,2020-10-06,33.4,26.0,39.4,29.0,0.4,0.4,51,15.8,32.4,210
Chennai,2020-10-07,33.7,26.8,40.3,30.8,0.5,0.5,51,14.3,28.1,193
Chennai,2020-10-08,32.6,26.0,39.2,30.6,2.6,2.6,61,16.0,32.0,175
Chennai,2020-10-09,31.2,26.0,38.6,31.6,5.4,5.4,61,15.1,34.6,172
Chennai,2020-10-10,28.6,25.3,34.3,30.5,28.5,28.5,63,10.5,23.4,30
Chennai,2020-10-11,29.8,24.4,34.2,28.6,21.6,21.6,63,13.7,28.8,288
Chennai,2020-10-12,31.0,25.1,35.5,30.1,1.5,1.5,53,13.6,35.6,258
Chennai,2020-10-13,31.7,25.6,36.1,29.1,1.7,1.7,55,21.9,45.4,239
Chennai,2020-10-14,32.9,26.1,36.6,28.6,0.2,0.2,51,18.2,38.5,223
Chennai,2020-10-15,32.3,26.3,37.5,27.9,0.0,0.0,3,14.9,31.7,201
Chennai,2020-10-16,32.1,26.2,38.4,32.6,3.8,3.8,63,11.3,33.1,78
Chennai,2020-10-17,30.4,25.5,38.3,30.9,24.8,24.8,63,12.4,29.9,344
Chennai,2020-10-18,29.2,24.9,35.2,29.6,12.1,12.1,63,11.5,36.7,294
Chennai,2020-10-19,30.5,24.8,36.1,29.2,6.1,6.1,61,12.7,34.2,287
Chennai,2020-10-20,28.3,25.0,34.1,30.6,26.2,26.2,65,12.6,31.7,302
Chennai,2020-10-21,30.3,24.7,37.4,29.3,10.4,10.4,63,10.8,28.1,294
Chennai,2020-10-22,31.9,24.9,38.8,30.3,18.6,18.6,63,10.6,28.8,220
Chennai,2020-10-23,31.8,24.3,38.6,28.0,22.5,22.5,65,15.3,28.8,244
Chennai,2020-10-24,32.1,25.3,39.1,28.5,2.1,2.1,61,13.7,27.4,251
Chennai,2020-10-25,31.0,25.1,36.6,30.5,0.0,0.0,3,13.7,30.2,46
Chennai,2020-10-26,30.8,25.1,36.3,30.6,0.0,0.0,3,16.1,33.5,18
Chennai,2020-10-27,29.0,24.6,34.0,29.8,1.9,1.9,51,15.6,37.1,7
Chennai,2020-10-28,28.0,24.5,32.6,28.2,9.4,9.4,63,21.8,45.0,13
Chennai,2020-10-29,27.0,23.7,31.0,26.3,16.0,16.0,61,16.6,38.2,359
Chennai,2020-10-30,30.3,23.7,33.9,27.2,0.3,0.3,51,17.8,37.4,16
Chennai,2020-10-31,30.9,23.4,36.3,27.3,0.0,0.0,2,14.8,31.7,15
Chennai,2020-11-01,30.8,23.2,37.3,27.3,0.0,0.0,3,12.7,28.1,49
Chennai,2020-11-02,30.7,24.2,37.5,29.0,0.2,0.2,51,12.4,35.3,44
Chennai,2020-11-03,30.4,24.6,36.0,30.3,0.5,0.5,51,16.4,34.9,32
Chennai,2020-11-04,28.7,25.6,33.7,30.7,9.2,9.2,63,16.6,33.8,27
Chennai,2020-11-05,29.8,24.8,35.1,30.5,7.5,7.5,61,14.4,32.4,56
Chennai,2020-11-06,28.7,25.3,34.0,29.9,5.0,5.0,55,14.6,31.7,50
Chennai,2020-11-07,28.6,25.4,32.9,30.2,5.7,5.7,53,17.7,36.4,37
Chennai,2020-11-08,29.7,25.7,32.5,29.2,1.0,1.0,51,25.0,49.7,47
Chennai,2020-11-09,29.4,25.1,31.3,26.9,0.0,0.0,3,23.3,46.8,25
Chennai,2020-11-10,29.0,23.5,30.9,25.5,0.1,0.1,51,20.6,42.1,15
Chennai,2020-11-11,27.8,23.8,31.6,25.9,6.4,6.4,61,20.6,42.1,7
Chennai,2020-11-12,27.9,24.4,32.4,29.2,19.5,19.5,63,18.4,35.6,60
Chennai,2020-11-13,28.5,25.0,33.0,29.4,8.4,8.4,55,17.9,42.5,51
Chennai,2020-11-14,29.8,25.2,33.9,29.8,2.0,2.0,53,23.5,47.2,37
Chennai,2020-11-15,27.0,25.4,30.8,29.3,25.4,25.4,63,19.3,38.5,72
Chennai,2020-11-16,26.0,24.8,30.9,28.1,53.5,53.5,63,16.4,37.1,90
Chennai,2020-11-17,28.7,24.3,32.6,29.1,10.2,10.2,61,22.2,45.0,58
Chennai,2020-11-18,28.3,24.5,33.7,29.5,3.5,3.5,53,17.2,35.6,65
Chennai,2020-11-19,29.3,25.3,33.8,30.0,1.1,1.1,51,15.9,34.6,72
Chennai,2020-11-20,29.2,23.9,33.5,28.3,0.1,0.1,51,15.7,33.8,45
Chennai,2020-11-21,28.4,22.6,32.7,25.8,0.0,0.0,1,14.3,32.0,22
Chennai,2020-11-22,28.4,20.8,31.9,23.7,0.0,0.0,3,16.3,34.9,5
Chennai,2020-11-23,29.1,24.4,31.7,27.6,1.7,1.7,53,24.5,47.2,24
Chennai,2020-11-24,26.5,24.2,29.5,26.2,20.0,20.0,61,26.4,52.2,20
Chennai,2020-11-25,26.3,24.3,26.9,23.9,97.3,97.3,65,46.1,89.6,34
Chennai,2020-11-26,28.0,24.2,26.7,24.1,11.4,11.4,61,50.2,96.1,152
Chennai,2020-11-27,28.1,22.1,30.6,22.7,2.1,2.1,55,25.6,48.2,237
Chennai,2020-11-28,28.0,22.3,33.4,25.4,3.0,3.0,53,11.8,30.2,39
Chennai,2020-11-29,27.6,23.7,31.6,28.0,4.1,4.1,51,16.8,37.1,37
Chennai,2020-11-30,28.6,24.7,31.1,27.5,2.0,2.0,51,22.2,45.0,33
Chennai,2020-12-01,28.7,24.1,30.3,26.6,0.0,0.0,3,24.4,47.9,26
Chennai,2020-12-02,27.5,24.5,29.2,26.3,10.1,10.1,55,26.4,54.4,24
Chennai,2020-12-03,25.3,24.2,28.1,26.4,57.0,57.0,63,26.1,50.4,49
Chennai,2020-12-04,25.3,24.3,28.9,26.9,46.5,46.5,63,26.2,47.9,49
Chennai,2020-12-05,26.7,24.4,29.7,27.6,18.9,18.9,63,26.0,51.1,40
Chennai,2020-12-06,26.8,24.5,30.3,27.3,21.5,21.5,63,19.9,38.9,66
Chennai,2020-12-07,26.4,24.3,30.0,28.2,29.7,29.7,63,19.1,38.2,70
Chennai,2020-12-08,28.5,24.4,32.5,28.2,13.6,13.6,63,20.0,41.8,69
Chennai,2020-12-09,28.3,24.0,31.1,27.5,5.9,5.9,61,16.7,35.6,55
Chennai,2020-12-10,28.0,22.5,31.5,25.8,0.0,0.0,3,12.2,27.0,52
Chennai,2020-12-11,27.9,21.8,30.8,24.9,0.1,0.1,51,16.6,35.6,22
Chennai,2020-12-12,27.8,22.1,30.8,24.9,0.0,0.0,3,14.1,29.5,23
Chennai,2020-12-13,27.6,21.1,30.9,23.5,0.0,0.0,3,13.3,30.2,23
Chennai,2020-12-14,27.9,22.8,30.4,25.8,0.0,0.0,3,12.2,28.1,50
Chennai,2020-12-15,27.9,23.0,30.0,25.6,1.2,1.2,51,22.3,45.0,42
Chennai,2020-12-16,28.1,24.4,30.5,27.6,4.4,4.4,61,20.1,40.0,55
Chennai,2020-12-17,28.0,25.2,29.9,27.7,1.1,1.1,51,20.9,41.0,49
Chennai,2020-12-18,28.0,24.5,30.1,27.3,1.0,1.0,51,23.2,46.8,35
Chennai,2020-12-19,28.1,24.8,30.8,27.0,0.2,0.2,51,19.7,39.2,53
Chennai,2020-12-20,27.6,24.6,28.7,25.0,0.0,0.0,3,24.4,49.3,46
Chennai,2020-12-21,26.9,23.7,27.6,24.3,0.0,0.0,3,24.1,46.8,37
Chennai,2020-12-22,26.8,22.2,28.1,23.7,0.0,0.0,3,17.6,37.8,33
Chennai,2020-12-23,26.9,22.3,27.9,24.2,0.0,0.0,3,19.4,40.0,34
Chennai,2020-12-24,27.1,20.1,27.8,21.8,0.0,0.0,3,19.5,41.0,28
Chennai,2020-12-25,27.3,22.6,28.8,24.4,0.0,0.0,3,17.7,36.0,27
Chennai,2020-12-26,27.5,22.2,28.1,24.3,0.0,0.0,3,19.8,40.3,32
Chennai,2020-12-27,28.0,23.2,29.2,25.3,0.0,0.0,3,20.6,42.5,24
Chennai,2020-12-28,27.6,22.5,28.7,24.7,0.0,0.0,3,21.1,43.2,26
Chennai,2020-12-29,28.2,24.0,30.0,26.8,0.3,0.3,51,20.4,42.1,36
Chennai,2020-12-30,26.3,24.0,28.9,26.4,43.3,43.3,65,23.6,43.2,33
Chennai,2020-12-31,27.8,24.8,29.2,25.8,0.9,0.9,51,25.7,50.8,49
Chennai,2021-01-01,26.9,24.1,27.3,25.2,0.1,0.1,51,22.0,43.6,44
Chennai,2021-01-02,25.4,23.9,27.8,26.2,15.7,15.7,63,21.1,39.2,37
Chennai,2021-01-03,26.9,23.6,29.9,26.5,3.5,3.5,53,19.5,39.6,44
Chennai,2021-01-04,26.7,23.6,29.3,26.7,4.5,4.5,53,19.5,39.6,49
Chennai,2021-01-05,25.9,23.8,29.4,26.8,17.6,17.6,63,16.6,34.6,65
Chennai,2021-01-06,26.9,23.3,30.8,27.8,16.1,16.1,63,15.5,36.4,85
Chennai,2021-01-07,27.2,23.5,30.2,28.4,3.4,3.4,53,17.2,35.6,45
Chennai,2021-01-08,27.8,23.7,32.6,28.2,4.2,4.2,55,13.5,31.0,56
Chennai,2021-01-09,28.0,23.6,31.4,28.1,2.0,2.0,51,18.2,38.5,48
Chennai,2021-01-10,28.0,24.0,30.6,28.1,0.9,0.9,51,19.1,39.2,35
Chennai,2021-01-11,28.0,24.0,30.8,27.6,3.0,3.0,53,22.1,44.6,27
Chennai,2021-01-12,28.1,24.3,30.5,27.6,0.9,0.9,51,22.7,46.1,33
Chennai,2021-01-13,27.9,23.9,30.3,27.2,0.7,0.7,51,21.7,44.6,32
Chennai,2021-01-14,27.2,23.8,30.4,27.6,1.6,1.6,51,21.9,43.9,42
Chennai,2021-01-15,28.1,22.9,31.9,26.7,0.0,0.0,3,14.3,31.7,48
Chennai,2021-01-16,27.6,21.7,31.4,24.8,0.0,0.0,3,12.7,28.8,53
Chennai,2021-01-17,27.2,20.4,30.5,23.2,0.0,0.0,3,14.0,30.6,51
Chennai,2021-01-18,27.8,23.0,29.1,25.2,0.0,0.0,3,18.9,38.2,45
Chennai,2021-01-19,27.9,22.5,30.5,25.6,0.0,0.0,3,17.6,36.7,29
Chennai,2021-01-20,27.9,22.4,30.5,25.6,0.0,0.0,3,14.6,31.7,26
Chennai,2021-01-21,28.2,23.1,33.4,27.6,0.2,0.2,51,9.7,24.8,72
Chennai,2021-01-22,28.5,22.9,33.5,28.1,1.1,1.1,51,11.6,27.4,92
Chennai,2021-01-23,28.2,22.3,32.8,25.7,0.4,0.4,51,10.8,25.9,82
Chennai,2021-01-24,28.1,21.6,31.9,25.8,0.3,0.3,51,12.6,29.5,73
Chennai,2021-01-25,28.0,21.8,31.9,24.8,0.8,0.8,51,12.8,29.2,70
Chennai,2021-01-26,27.9,20.1,31.0,22.0,0.0,0.0,3,13.4,31.0,50
Chennai,2021-01-27,27.5,21.1,30.9,23.7,0.0,0.0,3,12.2,25.9,62
Chennai,2021-01-28,28.1,22.5,30.0,25.7,0.8,0.8,51,18.4,39.2,57
Chennai,2021-01-29,28.4,24.0,31.3,26.2,0.7,0.7,53,17.9,38.5,57
Chennai,2021-01-30,28.4,23.6,31.8,26.9,0.0,0.0,1,15.3,34.6,53
Chennai,2021-01-31,28.5,23.1,32.8,26.9,0.0,0.0,1,16.1,33.8,61
Chennai,2021-02-01,28.5,23.3,31.3,26.5,0.0,0.0,1,20.2,42.5,48
Chennai,2021-02-02,28.2,22.2,31.1,25.7,0.5,0.5,51,19.5,40.0,56
Chennai,2021-02-03,27.9,22.8,30.4,25.9,0.0,0.0,2,18.6,39.6,51
Chennai,2021-02-04,28.2,21.2,29.8,23.6,0.0,0.0,3,18.5,40.0,54
Chennai,2021-02-05,27.8,20.9,29.9,23.1,0.0,0.0,3,16.1,36.0,42
Chennai,2021-02-06,28.0,20.4,30.2,22.3,0.0,0.0,2,18.4,39.2,45
Chennai,2021-02-07,28.7,19.5,30.8,21.7,0.0,0.0,3,19.1,41.0,24
Chennai,2021-02-08,28.2,20.4,30.5,22.0,0.0,0.0,2,20.4,42.8,45
Chennai,2021-02-09,28.4,23.7,29.8,24.7,0.0,0.0,3,17.9,39.2,56
Chennai,2021-02-10,28.0,19.5,30.5,21.3,0.0,0.0,3,13.1,32.4,59
Chennai,2021-02-11,28.2,20.1,30.7,21.0,0.0,0.0,3,12.6,30.6,77
Chennai,2021-02-12,28.1,20.7,30.2,22.2,0.0,0.0,3,13.8,33.1,39
Chennai,2021-02-13,28.5,21.1,31.3,22.8,0.0,0.0,2,15.5,35.6,59
Chennai,2021-02-14,28.3,20.5,31.0,23.3,0.0,0.0,3,17.2,38.9,64
Chennai,2021-02-15,28.6,19.9,33.3,22.3,0.0,0.0,3,15.6,34.9,74
Chennai,2021-02-16,28.9,20.5,33.0,23.4,0.0,0.0,2,14.1,32.8,102
Chennai,2021-02-17,28.3,21.3,31.1,23.6,0.0,0.0,2,14.4,32.8,92
Chennai,2021-02-18,28.7,24.0,31.0,25.3,0.0,0.0,1,16.9,37.1,74
Chennai,2021-02-19,27.9,23.0,30.2,25.8,4.8,4.8,55,20.2,43.2,48
Chennai,2021-02-20,27.1,22.3,29.4,25.4,4.6,4.6,55,18.3,35.6,34
Chennai,2021-02-21,26.4,22.0,28.9,25.5,11.3,11.3,61,17.4,38.9,65
Chennai,2021-02-22,28.4,23.3,32.0,27.2,0.6,0.6,51,16.8,36.7,40
Chennai,2021-02-23,28.8,21.9,33.6,25.8,0.0,0.0,3,15.6,34.6,44
Chennai,2021-02-24,28.9,20.8,33.8,24.0,0.0,0.0,2,11.6,28.8,112
Chennai,2021-02-25,28.9,20.6,34.8,23.6,0.0,0.0,3,13.4,31.0,132
Chennai,2021-02-26,30.3,21.0,36.0,24.1,0.0,0.0,3,12.5,29.5,170
Chennai,2021-02-27,30.5,21.6,35.7,24.9,0.0,0.0,3,16.7,36.0,175
Chennai,2021-02-28,29.4,20.7,33.7,23.9,0.0,0.0,3,15.2,34.2,169
Chennai,2021-03-01,30.3,21.2,35.7,24.5,0.0,0.0,3,17.6,38.2,170
Chennai,2021-03-02,30.5,22.1,36.1,25.6,0.0,0.0,3,14.8,33.5,173
Chennai,2021-03-03,29.4,21.4,34.3,24.7,0.0,0.0,3,12.7,31.0,163
Chennai,2021-03-04,28.7,20.6,33.1,23.8,0.0,0.0,3,12.7,31.3,147
Chennai,2021-03-05,29.8,20.6,34.0,23.7,0.0,0.0,3,12.7,29.9,96
Chennai,2021-03-06,29.6,21.8,35.3,25.7,0.0,0.0,1,15.1,34.2,142
Chennai,2021-03-07,30.3,22.8,35.7,26.8,0.0,0.0,3,13.0,31.7,148
Chennai,2021-03-08,29.7,23.1,34.7,27.6,0.0,0.0,2,14.1,32.8,109
Chennai,2021-03-09,30.3,23.2,34.9,27.4,0.1,0.1,51,15.3,34.9,84
Chennai,2021-03-10,30.4,24.4,35.8,29.0,0.5,0.5,51,14.8,34.9,104
Chennai,2021-03-11,30.4,24.3,34.9,28.5,0.0,0.0,1,15.1,34.6,139
